"LOINC_NUM","LONG_COMMON_NAME"
"22911-2","Bovine herpesvirus 1 Ag [Presence] in Genital specimen by Immunofluorescence"
"22912-0","Bovine herpesvirus 1 Ag [Presence] in Tissue by Immune stain"
"2291-3","Formate [Mass/volume] in Blood"
"22913-8","Bovine herpesvirus 1 DNA [Presence] in Semen by NAA with probe detection"
"22914-6","Bovine herpesvirus 1 DNA [Presence] in Tissue by NAA with probe detection"
"22915-3","Bovine leukemia virus Ab [Presence] in Milk"
"22916-1","Bovine leukemia virus Ab [Presence] in Milk by Immunoassay"
"22917-9","Bovine leukemia virus Ag [Presence] in Specimen"
"22918-7","Bovine leukemia virus RNA [Presence] in Blood by NAA with probe detection"
"22919-5","Bovine leukemia virus RNA [Presence] in Tissue by NAA with probe detection"
"22920-3","Brucella abortus Ab [Presence] in Serum by Immunofluorescence"
"2292-1","Formate [Mass/volume] in Serum or Plasma"
"22921-1","Brucella abortus Ab [Units/volume] in Serum by Agglutination"
"22922-9","Brucella abortus IgG1 Ab [Presence] in Serum by Immunoassay"
"22923-7","Brucella abortus IgG1 Ab [Presence] in Milk by Immunoassay"
"22924-5","Brucella abortus IgG1 Ab [Presence] in Serum"
"22925-2","Brucella abortus IgG1 Ab [Presence] in Milk"
"22926-0","Brucella abortus rRNA [Presence] in Specimen by Probe"
"22927-8","Brucella abortus DNA [Presence] in Specimen by NAA with probe detection"
"22928-6","Brucella canis Ab [Presence] in Serum"
"22929-4","Brucella canis Ab [Presence] in Serum by Immune diffusion (ID)"
"22930-2","Brucella canis Ab [Presence] in Serum by Agglutination"
"22931-0","Brucella melitensis Ab [Presence] in Serum"
"22932-8","Brucella melitensis Ab [Presence] in Serum by Immunoassay"
"22933-6","Brucella melitensis Ab [Presence] in Serum by Agglutination"
"22934-4","Brucella melitensis Ab [Units/volume] in Serum by Complement fixation"
"22935-1","Brucella melitensis Ab [Presence] in Serum by Complement fixation"
"22936-9","Brucella melitensis DNA [Presence] in Specimen by NAA with probe detection"
"22937-7","Brucella ovis Ab [Units/volume] in Serum by Complement fixation"
"22938-5","Brucella ovis Ab [Presence] in Serum by Agglutination"
"2293-9","Fructokinase [Enzymatic activity/volume] in Serum"
"22939-3","Brucella ovis Ab [Units/volume] in Serum"
"22940-1","Brucella ovis Ab [Presence] in Serum by Immune diffusion (ID)"
"22941-9","Brucella reaction wheal [Diameter] --2 days post 0.1 mL brucellin intradermal"
"22942-7","Brucella reaction wheal [Diameter] --3 days post 0.1 mL brucellin intradermal"
"22943-5","Brucella sp Ag [Presence] in Placenta by Immunofluorescence"
"22944-3","Brucella sp Ag [Presence] in Vaginal fluid by Immune stain"
"22945-0","Brucella sp Ag [Presence] in Tissue by Immune stain"
"22946-8","Brucella sp Ag [Presence] in Tissue from Fetus by Immunofluorescence"
"2294-7","Deprecated Fructosamine"
"22947-6","Brucella sp Ag [Presence] in Vaginal fluid by Immunofluorescence"
"22948-4","Brucella sp Ag [Presence] in Tissue from Fetus by Immune stain"
"22949-2","Brucella sp Ag [Presence] in Placenta by Immune stain"
"229-5","Enoxacin [Susceptibility] by Minimum inhibitory concentration (MIC)"
"22950-0","Brucella suis Ab [Presence] in Serum by Plate agglutination"
"22951-8","Brucella suis Ab [Presence] in Serum"
"22952-6","Brucella suis Ab [Presence] in Serum by Immunoassay"
"22953-4","Brucella suis Ab [Units/volume] in Serum by Complement fixation"
"2295-4","Fructose [Mass/volume] in Semen"
"22954-2","Brucella suis rRNA [Presence] in Specimen by Probe"
"22955-9","Brucella suis DNA [Presence] in Specimen by NAA with probe detection"
"22956-7","Burkholderia mallei Ab [Presence] in Serum"
"22957-5","Deprecated Burkholderia mallei Ab [Presence] in Serum"
"22958-3","Burkholderia mallei Ab [Presence] in Serum by Immunoassay"
"22959-1","Burkholderia mallei Ab [Presence] in Serum by Complement fixation"
"22960-9","Burkholderia mallei reaction [Appearance] -1D post 0.1 mL mallein intradermal-"
"22961-7","Burkholderia mallei reaction [Appearance] -2D post 0.1 mL mallein intradermal-"
"2296-2","Fructose [Mass/volume] in Serum"
"22962-5","Campylobacter fetus Ab [Presence] in Genital mucus"
"22963-3","Campylobacter fetus Ab [Presence] in Genital mucus by Agglutination"
"22964-1","Campylobacter fetus Ag [Presence] in Genital fluid by Immunofluorescence"
"22965-8","Campylobacter fetus Ag [Presence] in Specimen by Immunofluorescence"
"22966-6","Campylobacter fetus Ag [Presence] in Tissue by Immunofluorescence"
"22967-4","Campylobacter fetus ss venerealis Ab [Presence] in Genital mucus"
"22968-2","Campylobacter fetus ss venerealis Ab [Presence] in Genital mucus by Agglutination"
"22969-0","Campylobacter fetus ss venerealis IgA Ab [Presence] in Genital mucus by Immunoassay"
"2297-0","Fructose [Mass/time] in 24 hour Urine"
"22970-8","Campylobacter fetus ss venerealis IgA Ab [Presence] in Genital mucus"
"22971-6","Caprine arthritis encephalitis virus [Presence] in Specimen by Electron microscopy"
"22972-4","Caprine arthritis encephalitis virus Ab [Presence] in Milk"
"22973-2","Caprine arthritis encephalitis virus Ab [Presence] in Milk by Immunoassay"
"22974-0","Caprine arthritis encephalitis virus Ab [Presence] in Serum by Agglutination"
"22975-7","Caprine arthritis encephalitis virus Ag [Presence] in Specimen by Immune stain"
"22976-5","Caprine arthritis encephalitis virus Ag [Presence] in Specimen by Immunofluorescence"
"22977-3","Caprine arthritis encephalitis virus DNA [Presence] in Specimen by Polyacrylamide gel electrophoresis (PAGE)"
"22978-1","Caprine arthritis encephalitis virus DNA [Presence] in Specimen by NAA with probe detection"
"22979-9","Caprine herpesvirus 1 Ab [Presence] in Serum"
"22980-7","Caprine herpesvirus 1 neutralizing antibody [Presence] in Serum by Neutralization test"
"22981-5","Capripox virus [Presence] in Tissue by Animal inoculation"
"22982-3","Capripox virus Ab [Presence] in Serum"
"22983-1","Capripox virus Ab [Presence] in Serum by Immunoblot"
"22984-9","Capripox virus neutralizing antibody [Presence] in Serum by Neutralization test"
"22985-6","Deprecated Capripox virus Ab [Presence] in Serum"
"22986-4","Capripox virus Ag [Presence] in Specimen by Immune diffusion (ID)"
"22987-2","Capripox virus Ag [Presence] in Tissue by Immune stain"
"2298-8","Deprecated FRUCTOSE ALDOLASE [Enzymatic activity/volume] in Serum"
"22988-0","Capripox virus Ag [Presence] in Specimen by Immunoassay"
"22989-8","Capripox virus Ag [Presence] in Specimen by Immunofluorescence"
"22990-6","Capripox virus Ag [Presence] in Tissue by Immunoassay"
"22991-4","Capripox virus DNA [Presence] in Specimen by RFLP"
"22992-2","Chlamydophila psittaci [Presence] in Specimen by Giemsa stain"
"22993-0","Chlamydophila psittaci [Presence] in Placenta by Electron microscopy"
"22994-8","Chlamydophila psittaci Ab [Presence] in Serum by Agglutination"
"22995-5","Chlamydophila psittaci Ab [Presence] in Serum by Immune diffusion (ID)"
"2299-6","Aldolase [Enzymatic activity/volume] in Red Blood Cells"
"22996-3","Chlamydophila psittaci Ab [Presence] in Serum by Immunoassay"
"22997-1","Chlamydophila psittaci Ag [Presence] in Specimen by Immune stain"
"22998-9","Chlamydophila psittaci Ag [Presence] in Tissue by Immune stain"
"22999-7","Chlamydophila psittaci Ag [Presence] in Stool by Immune stain"
"23000-3","Chlamydophila psittaci Ag [Presence] in Exudate by Immune stain"
"23001-1","Chlamydophila psittaci DNA [Presence] in Specimen by NAA with probe detection"
"2300-2","Deprecated FRUCTOSE BIPHOSPHATE ALDOLASE [Enzymatic activity/volume] in Serum"
"23002-9","Classical swine fever virus Ab [Presence] in Serum by Immunoassay"
"23003-7","Classical swine fever virus neutralizing antibody [Presence] in Serum by Neutralization test"
"23004-5","Classical swine fever virus Ab [Presence] in Serum"
"23005-2","Classical swine fever virus Ag [Presence] in Tissue by Immunofluorescence"
"23006-0","Classical swine fever virus Ag [Presence] in Specimen by Immunofluorescence"
"23007-8","Classical swine fever virus Ag [Presence] in Tissue by Immune stain"
"23008-6","Classical swine fever virus RNA [Presence] in Specimen by NAA with probe detection"
"23009-4","Cowdria ruminantium [Presence] in Brain by Giemsa stain"
"2301-0","Deprecated Aldolase"
"23010-2","Cowdria ruminantium Ab [Presence] in Serum by Immunofluorescence"
"23011-0","Cowdria ruminantium Ab [Presence] in Serum by Immunoassay"
"23012-8","Cowdria ruminantium Ab [Presence] in Serum"
"23013-6","Cowdria ruminantium Ab [Presence] in Serum by Immunoblot"
"23014-4","Cowdria ruminantium DNA [Presence] in Specimen by NAA with probe detection"
"23015-1","Cowdria ruminantium rRNA [Presence] in Specimen by Probe"
"23016-9","Coxiella burnetii [Presence] in Placenta by Light microscopy"
"23017-7","Coxiella burnetii Ab [Presence] in Serum by Complement fixation"
"23018-5","Coxiella burnetii Ab [Presence] in Serum by Immunofluorescence"
"23019-3","Coxiella burnetii Ab [Presence] in Serum by Immunoassay"
"23020-1","Coxiella burnetii Ab [Presence] in Serum"
"23021-9","Coxiella burnetii Ag [Presence] in Tissue by Immunoassay"
"23022-7","Coxiella burnetii Ag [Presence] in Placenta by Immunofluorescence"
"23023-5","Coxiella burnetii Ag [Presence] in Specimen by Immunofluorescence"
"23024-3","Coxiella burnetii DNA [Presence] in Specimen by NAA with probe detection"
"23025-0","Dermatophilus congolensis [Presence] in Skin by Giemsa stain"
"23026-8","Dermatophilus congolensis Ab [Presence] in Serum"
"23027-6","Dermatophilus congolensis Ab [Presence] in Serum by Immunoassay"
"2302-8","Fumarase [Enzymatic activity/volume] in Serum"
"23028-4","Dermatophilus congolensis Ag [Presence] in Tissue by Immunofluorescence"
"23029-2","Dirofilaria immitis Ag [Presence] in Blood"
"230-3","Enoxacin [Susceptibility] by Disk diffusion (KB)"
"23030-0","Duck enteritis virus [Presence] in Tissue by Electron microscopy"
"23031-8","Duck enteritis virus Ag [Presence] in Specimen by Neutralization test"
"23032-6","Duck enteritis virus Ag [Presence] in Specimen by Agglutination"
"23033-4","Duck hepatitis virus 1 neutralizing antibody [Presence] in Serum by Neutralization test"
"23034-2","Duck hepatitis virus 1 Ab [Presence] in Serum"
"23035-9","Duck hepatitis virus 1 Ag [Presence] in Specimen by Neutralization test"
"2303-6","Fumarate [Mass/volume] in Urine"
"23036-7","Duck hepatitis virus 2 Ab [Presence] in Serum"
"23037-5","Duck hepatitis virus 2 neutralizing antibody [Presence] in Serum by Neutralization test"
"23038-3","Duck hepatitis virus 2 Ag [Presence] in Specimen by Neutralization test"
"23039-1","Duck hepatitis virus 3 Ab [Presence] in Serum"
"23040-9","Duck hepatitis virus 3 neutralizing antibody [Presence] in Serum by Neutralization test"
"23041-7","Duck hepatitis virus 3 Ag [Presence] in Specimen by Immunofluorescence"
"23042-5","Eastern equine encephalitis virus Ab [Titer] in Serum by Hemagglutination inhibition"
"23043-3","Eastern equine encephalitis virus Ab [Presence] in Serum by Agglutination"
"2304-4","Fumarylacetoacetate [Mass/volume] in Serum"
"23044-1","Eastern equine encephalitis virus neutralizing antibody [Presence] in Serum by Neutralization test"
"23045-8","Eastern equine encephalitis virus IgM Ab [Presence] in Serum by Immunoassay"
"23046-6","Eastern equine encephalitis virus IgM Ab [Presence] in Serum"
"23047-4","Eastern equine encephalitis virus Ag [Presence] in Brain by Complement fixation"
"23048-2","Eastern equine encephalitis virus Ag [Presence] in Specimen by Immunofluorescence"
"23049-0","Eastern equine encephalitis virus Ag [Presence] in Specimen by Complement fixation"
"23050-8","Eastern equine encephalitis virus Ag [Presence] in Specimen by Neutralization test"
"2305-1","Galactokinase [Enzymatic activity/volume] in Red Blood Cells"
"23051-6","Eastern equine encephalitis virus RNA [Presence] in Tissue by NAA with probe detection"
"23052-4","Eastern equine encephalitis virus RNA [Presence] in Tissue by Probe"
"23053-2","Echinococcus sp Ag [Presence] in Stool by Immunoassay"
"23054-0","Ehrlichia canis Ab [Presence] in Serum by Immunofluorescence"
"23055-7","Ehrlichia risticii Ab [Presence] in Serum by Immunofluorescence"
"23056-5","Ehrlichia risticii Ab [Presence] in Serum"
"23057-3","Ephemeral fever virus neutralizing antibody [Presence] in Serum by Neutralization test"
"23058-1","Ephemeral fever virus Ab [Presence] in Serum"
"23059-9","Epizootic hemorrhagic disease virus Ab [Presence] in Serum by Immunoassay"
"23060-7","Epizootic hemorrhagic disease virus Ab [Presence] in Serum by Complement fixation"
"23061-5","Epizootic hemorrhagic disease virus Ag [Presence] in Specimen"
"23062-3","Epizootic hemorrhagic disease virus Ag [Presence] in Blood"
"23063-1","Epizootic hemorrhagic disease virus Alberta Ab [Presence] in Serum"
"23064-9","Epizootic hemorrhagic disease virus Alberta Ab [Presence] in Serum by Immune diffusion (ID)"
"23065-6","Epizootic hemorrhagic disease virus New Jersey Ab [Presence] in Serum"
"23066-4","Epizootic hemorrhagic disease virus New Jersey Ab [Presence] in Serum by Immune diffusion (ID)"
"23067-2","Epizootic hemorrhagic disease virus RNA [Presence] in Blood by NAA with probe detection"
"23068-0","Equine arteritis virus Ab [Presence] in Serum by Immune diffusion (ID)"
"2306-9","Galactose [Presence] in Blood"
"23069-8","Equine arteritis virus Ab [Titer] in Serum by Complement fixation"
"23070-6","Equine arteritis virus Ab [Presence] in Serum by Immunoassay"
"23071-4","Equine arteritis virus neutralizing antibody [Presence] in Serum by Neutralization test"
"23072-2","Equine arteritis virus Ab [Presence] in Serum by Immunofluorescence"
"23073-0","Equine arteritis virus Ab [Presence] in Serum"
"23074-8","Equine arteritis virus Ag [Presence] in Specimen by Immunofluorescence"
"23075-5","Equine arteritis virus Ag [Presence] in Specimen by Immune stain"
"23076-3","Equine arteritis virus Ag [Presence] in Specimen by Neutralization test"
"2307-7","Galactose [Mass/volume] in Blood"
"23077-1","Equine arteritis virus Ag [Presence] in Tissue by Immunofluorescence"
"23078-9","Equine arteritis virus Ag [Presence] in Tissue by Immune stain"
"23079-7","Equine arteritis virus RNA [Presence] in Specimen by NAA with probe detection"
"23080-5","Equine herpesvirus 1 Ag [Presence] in Specimen by Immunofluorescence"
"23081-3","Equine herpesvirus 1 Ag [Presence] in Tissue by Immune stain"
"23082-1","Equine herpesvirus 1 DNA [Presence] in Nose by NAA with probe detection"
"23083-9","Equine herpesvirus 1 DNA [Presence] in Specimen by NAA with probe detection"
"23084-7","Equine herpesvirus 1 DNA [Presence] in Tissue by NAA with probe detection"
"2308-5","Galactose [Mass/volume] in Serum or Plasma"
"23085-4","Equine herpesvirus 1+4 neutralizing antibody [Presence] in Serum by Neutralization test"
"23086-2","Equine herpesvirus 1+4 Ab [Titer] in Serum by Immunoassay"
"23087-0","Equine herpesvirus 1+4 Ab [Presence] in Serum"
"23088-8","Equine herpesvirus 1+4 Ab [Titer] in Serum"
"23089-6","Equine herpesvirus 1+4 neutralizing antibody [Titer] in Serum by Neutralization test"
"23090-4","Equine herpesvirus 1+4 Ab [Titer] in Serum by Complement fixation"
"23091-2","Equine herpesvirus 1+4 Ag [Presence] in Body fluid by Immunofluorescence"
"23092-0","Equine herpesvirus 4 Ag [Presence] in Specimen by Immunofluorescence"
"2309-3","Galactose [Presence] in Urine"
"23093-8","Equine herpesvirus 4 DNA [Presence] in Nose by NAA with probe detection"
"23094-6","Equine herpesvirus 4 DNA [Presence] in Tissue by NAA with probe detection"
"23095-3","Equine herpesvirus 4 DNA [Presence] in Specimen by NAA with probe detection"
"23096-1","Equine infectious anemia virus Ab [Presence] in Serum by Immunoblot"
"23097-9","Equine infectious anemia virus Ab [Presence] in Serum by Immunoassay"
"23098-7","Equine infectious anemia virus Ag [Presence] in Specimen by Immunofluorescence"
"23099-5","Equine infectious anemia virus Ag [Presence] in Specimen by Immunoassay"
"23100-1","Equine influenza virus A1 Ab [Presence] in Serum by Complement fixation"
"2310-1","Galactose [Mass/volume] in Urine"
"23101-9","Equine influenza virus A1 Ab [Presence] in Serum"
"23102-7","Equine influenza virus A1 Ag [Titer] in Specimen by Hemagglutination inhibition"
"23103-5","Equine influenza virus A2 Ab [Presence] in Serum by Complement fixation"
"23104-3","Equine influenza virus A2 Ag [Titer] in Specimen by Hemagglutination inhibition"
"23105-0","Fly larvae identified in Specimen"
"23106-8","Foot and mouth disease virus Ab [Presence] in Serum"
"23107-6","Foot and mouth disease virus neutralizing antibody [Presence] in Serum by Neutralization test"
"23108-4","Foot and mouth disease virus Ab [Presence] in Serum by Immunoassay"
"23109-2","Foot and mouth disease virus Ab [Presence] in Serum by Immune diffusion (ID)"
"231-1","Enoxacin [Susceptibility] by Serum bactericidal titer"
"23110-0","Foot and mouth disease virus Ag [Presence] in Tissue by Immunoassay"
"23111-8","Foot and mouth disease virus Ag [Presence] in Throat by Immunoassay"
"23112-6","Foot and mouth disease virus Ag [Presence] in Tissue by Complement fixation"
"23113-4","Foot and mouth disease virus Ag [Presence] in Throat by Complement fixation"
"23114-2","Foot and mouth disease virus RNA [Presence] in Tissue by Probe"
"23115-9","Foot and mouth disease virus serotype [Identifier] in Specimen by Complement fixation"
"23116-7","Foot and mouth disease virus serotype [Identifier] in Tissue by Immunoassay"
"23117-5","Foot and mouth disease virus serotype [Identifier] in Serum by Immunoassay"
"23118-3","Foot and mouth disease virus serotype [Identifier] in Serum by Neutralization test"
"2311-9","Galactose renal clearance in 24 hour Urine and Serum or Plasma"
